hostnames,fpl_letter,fst_mass,fst_masserr1,fst_masserr2,fst_age,fst_ageerr1,fst_ageerr2,fst_met,fst_meterr1,fst_meterr2,fst_dist,fst_disterr1,fst_disterr2,Nss,Pnull,BIC1,rhoN,Phigh,HJflag,insamp,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_dens,fpl_denserr1,fpl_denserr2
HD 148164,c,1.21,0.24,-0.24,2.41,0.81,-0.81,0.24,-,-,77.37,0.3,-0.3,600,5.585051166857961e-06,63.27274774620764,0.5980066887997845,0.6227177966846084,N,Y,1640.0028,260.6206,-260.6206,6.15,0.5,-0.5,5062.0,114.0,-114.0,0.125,0.017,-0.017,12.8,-,-,4.3,-,-
HD 148284,b,1.07,0.26,-0.26,8.66,1.17,-1.17,0.16,-,-,121.61,0.65,-0.65,600,0.0032690181172208553,60.29038506182951,0.2803955267163102,0.18592688626827653,N,N,10710.871,1748.065,-1748.065,0.974,0.079,-0.079,339.331,0.018,-0.018,0.38926,0.0008900000000000001,-0.0008900000000000001,11.8,-,-,35.8,-,-
HD 148427,b,1.64,0.27,-0.27,3.05,0.33,-0.33,0.08,-,-,71.5,0.31,-0.31,600,6.414968943564689e-05,69.99220155588364,5.247725300896248,0.9609877727366717,N,Y,413.179,54.0311,-54.0311,1.04,0.02,-0.02,331.5,3.0,-3.0,0.16,0.08,-0.08,13.6,-,-,0.903,-,-
HD 149026,b,1.42,0.33,-0.33,2.6,0.2,-0.2,0.32,-,-,76.03,0.17,-0.17,600,7.487708724740138e-05,72.89681839255991,1.5127872335710815,0.8756710572428326,Y,Y,120.7754,19.0698,-19.0698,0.04364,0.00022,-0.00022,2.87589,2e-06,-2e-06,0.0,-,-,8.295,0.22399999999999998,-0.22399999999999998,0.75,0.089,-0.077
HD 149143,b,1.2,0.2,-0.2,4.28,0.68,-0.68,0.29,-,-,73.43,0.36,-0.36,600,0.00020083496217379072,90.12838128915291,1.0990659174610329,0.8907131669855277,Y,Y,422.7139,47.6745,-47.6745,0.053,0.0029,-0.0029,4.07182,1e-05,-1e-05,0.0167,0.004,-0.004,13.6,-,-,0.923,-,-
HD 1502,b,1.46,-,-,2.4,0.5,-0.5,-0.04,0.03,-0.03,191.96,2.78,-2.78,600,5.79915000062503e-05,70.75523099291263,1.1567791156474982,0.9067744365665795,N,Y,874.0325,50.8528,-50.8528,1.262,0.092,-0.092,428.5,1.2,-1.2,0.031,0.022,-0.022,13.2,-,-,2.09,-,-
HD 150706,b,1.17,0.12,-0.12,3.0,2.0,-2.0,-0.01,0.04,-0.04,28.29,0.02,-0.02,600,1.2194410028009222e-05,104.17443649849633,2.951268839816969,0.9513782514322778,N,Y,861.28,362.31,-209.76,6.7,4.0,-1.4,5894.0,5584.0,-1498.0,0.38,0.28,-0.32,13.2,-,-,2.06,-,-
HD 152079,b,1.15,0.03,-0.03,1.6219999999999999,1.369,-1.369,0.29,0.07,-0.07,88.11,0.36,-0.36,600,3.014525081327287e-05,93.47054156351078,0.3526718750783301,0.3871279512363849,N,Y,845.7456300000001,14.62018,-14.62018,4.187,0.051,-0.053,2918.92,37.87,-39.28,0.532,0.015,-0.016,13.2,-,-,2.02,-,-
HD 152581,b,1.3,-,-,2.85,1.112,-1.112,-0.3,0.02,-0.02,166.54,1.17,-1.17,600,0.00010101715078406629,80.60037296107987,2.0350087957044143,0.9717138534766329,N,Y,594.02427,22.565929999999998,-22.565929999999998,1.66,0.3,-0.3,686.5,4.8,-4.8,0.04,0.031,-0.031,13.4,-,-,1.36,-,-
HD 15337,b,0.9,0.03,-0.03,5.1,0.8,-0.8,0.15,0.1,-0.1,44.87,0.07,-0.07,600,0.0005513296119544557,55.81809924751087,0.4855039262465625,0.48337480299868557,N,N,7.51,1.09,-1.01,0.0522,0.0012,-0.0012,4.75615,0.00017,-0.00017,0.09,0.05,-0.05,1.64,0.06,-0.06,9.3,1.81,-1.58
HD 15337,c,0.9,0.03,-0.03,5.1,0.8,-0.8,0.15,0.1,-0.1,44.87,0.07,-0.07,600,0.002191195794079456,55.81809924751087,0.46468536592688403,0.4544379543233902,N,N,8.11,1.82,-1.69,0.1268,0.0038,-0.0038,17.1784,0.0016,-0.0016,0.05,0.06,-0.04,2.39,0.12,-0.12,3.23,0.9,-0.72
HD 153950,b,1.25,0.18,-0.18,4.3,1.0,-1.0,-0.01,-,-,48.52,0.12,-0.12,600,0.00013409340326068836,67.4449727152944,0.34554295647324723,0.16069396598524985,N,Y,937.5985,92.1707,-92.1707,1.28,0.02,-0.02,499.39999,3.6,-3.6,0.34,0.02,-0.02,13.2,-,-,2.24,-,-
HD 154345,b,0.71,0.07,-0.07,9.527000000000001,1.662,-1.662,-0.11,-,-,18.29,0.01,-0.01,600,0.0002687542867847393,56.06667829203798,0.11328312997350445,0.0055385491049782356,N,N,260.6206,22.2481,-22.2481,4.21,0.1,-0.1,3341.55884,93.0,-93.0,0.04,0.05,-0.05,13.9,-,-,0.533,-,-
HD 154672,b,1.18,0.12,-0.12,8.0,3.0,-3.0,0.25,-,-,63.16,0.19,-0.19,600,3.1310909233625002e-06,109.9667629443245,0.7519878819917952,0.7707723889041508,N,N,1706.7471,123.9537,-123.9537,0.6,0.02,-0.02,163.94,0.01,-0.01,0.61,0.03,-0.03,12.8,-,-,4.47,-,-
HD 154857,b,1.96,0.12,-0.12,5.64,0.8,-0.92,-0.22,-,-,63.56,0.16,-0.16,600,0.00043355812884182774,91.43949243433826,0.2800366947123457,0.29896705570330323,N,N,778.6835,34.9613,-34.9613,1.29,0.02,-0.02,408.60001,0.5,-0.5,0.46,0.02,-0.02,13.3,-,-,1.82,-,-
HD 154857,c,1.96,0.12,-0.12,5.64,0.8,-0.92,-0.22,-,-,63.56,0.16,-0.16,600,0.0011686305904027856,91.43949243433826,0.33097307227964545,0.40784862540320216,N,N,819.97,50.85,-50.85,5.36,0.09,-0.09,3452.0,105.0,-105.0,0.06,0.05,-0.05,13.2,-,-,1.96,-,-
HD 155233,b,1.69,0.14,-0.14,-,-,-,0.08,0.07,-0.07,75.13,3.33,-3.33,600,0.0007992287039449955,63.00180254334464,0.3965517752905783,0.2933514863916926,N,N,826.358,95.349,-95.349,2.0,0.06,-0.06,818.8,12.1,-12.1,0.04,0.04,-0.04,13.2,-,-,1.97,-,-
HD 155358,b,1.15,0.08,-0.08,10.7,-,-,-0.6,-,-,43.67,0.05,-0.05,600,7.302946624436241e-05,72.11447811602534,0.07508042115159688,4.6071766319113166e-05,N,N,314.6517,25.4264,-25.4264,0.63,0.02,-0.02,194.3,0.3,-0.3,0.17,0.03,-0.03,13.8,-,-,0.658,-,-
HD 155358,c,1.15,0.08,-0.08,10.7,-,-,-0.6,-,-,43.67,0.05,-0.05,600,0.0006492638406509268,72.11447811602534,0.08765667871135056,0.00011422955573246449,N,N,261.0,22.0,-22.0,1.02,0.02,-0.02,391.9,1.0,-1.0,0.16,0.1,-0.1,13.9,-,-,0.534,-,-
HD 156279,b,0.95,0.08,-0.08,4.1,3.6,-3.7,0.14,-,-,36.23,0.04,-0.04,600,0.00031671913793964004,53.18343011448428,5.182346826901754,0.961856846463827,N,Y,3140.1604,219.3027,-219.3027,0.49,0.01,-0.01,131.05,0.54,-0.54,0.71,0.02,-0.02,12.5,-,-,8.83,-,-
HD 156279,c,0.95,0.08,-0.08,4.1,3.6,-3.7,0.14,-,-,36.23,0.04,-0.04,600,0.00017209150405503936,53.18343011448428,4.393351496352317,0.9582394226691063,N,Y,2733.338,158.915,-174.8065,-,-,-,4191.0,270.0,-310.0,0.231,0.018,-0.021,12.6,-,-,7.51,-,-
HD 156411,b,1.25,-,-,4.28,0.42,-0.42,-0.12,0.01,-0.01,56.96,0.18,-0.18,600,4.2630204281334765e-05,99.91581403592181,0.6724269184946228,0.7316140083265277,N,Y,235.18,15.89,-12.71,1.88,0.03,-0.04,842.2,14.5,-14.5,0.22,0.08,-0.08,14.0,-,-,0.471,-,-
HD 156668,b,0.77,0.02,-0.02,8.6,4.8,-4.8,0.05,0.06,-0.06,24.35,0.02,-0.02,600,2.5301127686113656e-05,93.7019843219939,2.1773532069468455,0.9192668464488557,N,N,4.15,0.58,-0.58,0.05,0.0007,-0.0007,4.6455,0.0011,-0.0011,0.0,-,-,1.87,-,-,3.49,-,-
HD 156846,b,1.38,0.14,-0.14,2.4,0.3,-0.3,0.15,-,-,47.8,0.12,-0.12,600,1.9796564659741048e-05,97.96296081859396,0.42971756883284756,0.44741094602631587,N,Y,3391.2461,235.1942,-235.1942,1.12,0.02,-0.02,359.51001,0.09,-0.09,0.85,0.0,0.0,12.4,-,-,9.77,-,-
HD 158038,b,1.3,0.56,-0.56,2.5,0.3,-0.3,0.19,-,-,95.12,0.23,-0.23,600,0.00028079011503098864,75.74479816221242,0.7460420905060554,0.7168629593571623,N,Y,486.2799,149.3801,-149.3801,1.5,0.04,-0.04,521.0,6.9,-6.9,0.29,0.09,-0.09,13.5,-,-,1.09,-,-
HD 159243,b,1.12,0.03,-0.03,1.25,1.1,-1.1,0.05,0.04,-0.04,73.46,0.23,-0.23,600,0.0010986932392587506,60.35207320204063,1.503247494378718,0.7811214679182035,Y,Y,359.13,15.89,-15.89,0.11,0.002,-0.002,12.62,0.004,-0.004,0.02,0.018,-0.018,13.7,-,-,0.767,-,-
HD 159243,c,1.12,0.03,-0.03,1.25,1.1,-1.1,0.05,0.04,-0.04,73.46,0.23,-0.23,600,0.00011931821495852324,60.35207320204063,1.5581336302854545,0.7941013442821488,Y,Y,603.9,41.32,-41.32,0.8,0.02,-0.02,248.4,4.9,-4.9,0.075,0.05,-0.05,13.4,-,-,1.38,-,-
HD 159868,b,1.19,-,-,7.57,0.93,-0.93,-0.08,0.01,-0.01,55.94,0.17,-0.17,600,8.876376260501311e-06,84.81327019319531,0.035075602687163344,1.845331471220434e-06,N,N,704.94694,18.75197,-18.75197,2.32,0.14,-0.14,1184.1,7.1,-7.1,0.024,0.019,-0.019,13.3,-,-,1.65,-,-
HD 159868,c,1.19,-,-,7.57,0.93,-0.93,-0.08,0.01,-0.01,55.94,0.17,-0.17,600,0.000396425068775825,84.81327019319531,0.03607084510973739,2.202227418920988e-06,N,N,244.09344,13.984520000000002,-13.984520000000002,1.032,0.064,-0.064,351.0,1.1,-1.1,0.184,0.037,-0.037,14.0,-,-,0.489,-,-
HD 1605,b,1.33,0.09,-0.09,4.36,0.97,-0.97,0.22,-,-,89.03,0.37,-0.37,600,5.212021311688283e-05,78.30989216746434,0.388253055901585,0.22078046920776473,N,Y,296.85322,25.10857,-25.10857,1.492,0.038,-0.038,577.2,2.5,-2.5,0.095,0.057,-0.057,13.8,-,-,0.621,-,-
HD 1605,c,1.33,0.09,-0.09,4.36,0.97,-0.97,0.22,-,-,89.03,0.37,-0.37,600,3.149381750769896e-05,78.30989216746434,0.4380672359042851,0.3061682391193583,N,Y,1150.5446,73.1009,-73.1009,3.584,0.099,-0.099,2149.0,16.0,-16.0,0.099,0.011,-0.011,13.0,-,-,2.88,-,-
HD 160691,b,1.08,-,-,6.4,-,-,0.25,0.02,-0.02,15.61,0.03,-0.03,600,1.561114677285915e-05,94.83825528703437,4.815055870069323,0.9440573896314878,N,N,532.68308,-,-,1.497,-,-,643.25,0.9,-0.9,0.128,0.017,-0.017,13.5,-,-,1.19,-,-
HD 160691,c,1.08,-,-,6.4,-,-,0.25,0.02,-0.02,15.61,0.03,-0.03,600,0.0002999950329209394,94.83825528703437,5.2291826100400804,0.9442244164973698,N,N,576.519,-,-,5.235,-,-,4205.8,758.9,-758.9,0.0985,0.0627,-0.0627,13.4,-,-,1.32,-,-
HD 160691,d,1.08,-,-,6.4,-,-,0.25,0.02,-0.02,15.61,0.03,-0.03,600,3.465400438776315e-06,94.83825528703437,4.59646619595281,0.9437722117508662,N,N,10.5547,-,-,0.09094,-,-,9.6386,0.0015,-0.0015,0.172,0.04,-0.04,3.24,-,-,1.71,-,-
HD 160691,e,1.08,-,-,6.4,-,-,0.25,0.02,-0.02,15.61,0.03,-0.03,600,1.7204466322160186e-06,94.83825528703437,4.32321735434568,0.9431814688061749,N,N,165.8685,-,-,0.921,-,-,310.55,0.83,-0.83,0.0666,0.0122,-0.0122,14.2,-,-,0.318,-,-
HD 16141,b,1.11,0.06,-0.06,7.51,0.76,-0.76,0.13,-,-,37.83,0.08,-0.08,600,0.00010436506489413855,33.97065270837993,0.03821632043063565,0.001361141759689589,N,N,82.6358,6.3566,-6.3566,0.36,0.01,-0.01,75.523,0.055,-0.055,0.25,0.05,-0.05,10.9,-,-,0.351,-,-
HD 16175,b,1.63,0.14,-0.14,2.802,0.162,-0.162,0.3,-,-,59.96,0.25,-0.25,600,3.41675416072614e-05,49.82766386485946,0.5326888642013602,0.5265585190939531,N,Y,1620.933,257.4423,-257.4423,2.12,0.07,-0.07,990.0,20.0,-20.0,0.6,0.11,-0.11,12.8,-,-,4.25,-,-
HD 162020,b,0.42,0.18,-0.18,1.0,2.0,-1.0,-0.1,-,-,30.85,0.07,-0.07,600,1.9135952364260752e-06,116.29739210888579,1.6006435236974643,0.9615317255014137,Y,N,3127.4472,874.0325,-874.0325,0.08,0.0,0.0,8.4282,5.6e-05,-5.6e-05,0.28,0.0,0.0,12.5,-,-,8.8,-,-
HD 163607,b,1.12,-,-,7.581,0.475,-0.475,0.22,0.02,-0.02,67.92,0.16,-0.16,600,0.002023295118822095,38.48956770097675,0.5314177332858924,0.1713499073524284,N,N,249.05159,3.1147299999999998,-3.1147299999999998,0.362,0.016,-0.016,75.2203,0.0094,-0.0094,0.7441,0.0071,-0.0071,13.9,-,-,0.51,-,-
HD 163607,c,1.12,-,-,7.581,0.475,-0.475,0.22,0.02,-0.02,67.92,0.16,-0.16,600,0.0029905926994960156,38.48956770097675,0.5577107491760046,0.1941338632192122,N,N,699.54383,11.75971,-11.75971,2.39,0.11,-0.11,1272.0,4.4,-4.4,0.08,0.014,-0.014,13.3,-,-,1.63,-,-
HD 16417,b,1.2,-,-,7.0,1.0,-2.0,0.06,-,-,25.41,0.04,-0.04,600,0.003142686250871717,46.741990786248834,1.5837544423978738,0.8738374771944543,N,N,22.1,2.0,-2.0,0.14,0.01,-0.01,17.24,0.01,-0.01,0.2,0.09,-0.09,5.0,-,-,0.972,-,-
HD 164509,b,1.12,0.19,-0.19,2.32,1.27,-1.27,0.2,-,-,53.19,0.14,-0.14,600,0.00042227726592435164,62.16148524470282,3.079348142995622,0.9718565174386568,N,Y,140.79869,26.379890000000003,-26.379890000000003,0.87,0.051,-0.051,280.17,0.82,-0.82,0.238,0.062,-0.062,14.3,-,-,0.265,-,-
HD 164595,b,0.99,0.03,-0.03,7.12,1.96,-2.08,-0.04,0.08,-0.08,28.28,0.02,-0.02,600,0.00022848408385618062,58.96452798211999,0.23108005577406485,0.030511956548717436,N,N,16.14,2.72,-2.72,0.23,-,-,40.0,0.24,-0.24,0.088,0.12,-0.066,4.16,-,-,1.23,-,-
HD 164604,b,0.77,0.04,-0.04,-,-,-,0.12,0.07,-0.07,39.41,0.1,-0.1,600,1.0544565304153779e-06,151.35579686564563,2.501635862154568,0.8937531626006976,N,N,635.0,82.3,-82.3,1.331,0.029,-0.029,641.472,10.129,-10.129,0.35,0.1,-0.1,13.4,-,-,1.45,-,-
HD 165155,b,1.02,0.05,-0.05,11.0,4.0,-4.0,0.09,0.1,-0.1,63.47,0.22,-0.22,600,3.010856976079381e-05,112.6553414613278,0.6159817788429093,0.40025221789352755,N,N,918.5287,73.1009,-73.1009,1.13,0.04,-0.04,434.5,2.1,-2.1,0.2,0.03,-0.03,13.2,-,-,2.19,-,-
HD 1666,b,1.5,0.07,-0.07,1.76,0.2,-0.2,0.37,0.04,-0.04,118.31,0.68,-0.68,600,1.484561949623681e-06,134.47238694788177,1.4328527828833717,0.9574207282616928,N,Y,2040.0,99.0,-70.0,0.94,0.01,-0.02,270.0,0.8,-0.9,0.63,0.03,-0.02,12.7,-,-,5.47,-,-
HD 166724,b,0.81,0.02,-0.02,4.0,3.8,-3.8,-0.09,0.03,-0.03,45.19,0.09,-0.09,600,2.55943672590699e-07,139.38847819761122,5.072072038578171,0.9853583850760314,N,Y,1121.89,34.96,-34.96,5.42,0.43,-0.43,5144.0,705.0,-467.0,0.734,0.02,-0.02,13.1,-,-,2.74,-,-
HD 167042,b,1.5,0.2,-0.2,2.12,0.24,-0.24,0.0,0.02,-0.02,49.73,0.13,-0.13,600,6.081984952352531e-05,79.71097634099374,0.19740986318276832,0.003085664187836108,N,Y,540.29,28.6,-38.14,1.32,0.03,-0.04,420.77,3.48,-3.11,0.089,0.028,-0.065,13.5,-,-,1.21,-,-
HD 168443,b,0.99,0.02,-0.02,11.08,0.72,-0.64,0.04,0.03,-0.03,39.67,0.12,-0.12,600,0.0009289458502093334,76.58943890751448,0.5612751227564446,0.6108586375443272,N,N,2434.157,30.987,-30.987,0.2931,0.0018100000000000002,-,58.11247,0.0003,-0.0003,0.52883,0.00103,-0.00103,12.6,-,-,6.69,-,-
HD 168443,c,0.99,0.02,-0.02,11.08,0.72,-0.64,0.04,0.03,-0.03,39.67,0.12,-0.12,600,3.020044148036595e-05,76.58943890751448,0.5802489194930502,0.6327892306290265,N,N,5464.221,66.74,-66.74,2.8373,0.018,-0.018,1749.83,0.57,-0.57,0.2113,0.0017100000000000001,-0.0017100000000000001,12.2,-,-,16.5,-,-
HD 168746,b,1.07,0.06,-0.06,8.0,3.0,-4.0,-0.08,-,-,41.62,0.1,-0.1,600,6.246245651675557e-06,110.19383473032758,3.224118120778551,0.994749961946515,Y,N,85.8141,6.3566,-6.3566,0.07,0.0,0.0,6.404,0.0014,-0.0014,0.11,0.08,-0.08,11.1,-,-,0.345,-,-
HD 169830,b,1.4,-,-,2.8,-,-,0.21,-,-,37.64,0.15,-0.15,600,3.0392420413135114e-06,105.58543530901488,4.186176470576953,0.9926886732766789,N,Y,915.31,-,-,0.81,-,-,225.62,0.22,-0.22,0.31,0.01,-0.01,13.2,-,-,2.19,-,-
HD 169830,c,1.4,-,-,2.8,-,-,0.21,-,-,37.64,0.15,-0.15,600,7.664696334600705e-05,105.58543530901488,4.927991139493563,0.9937006962075183,N,Y,1283.98,-,-,3.6,-,-,2102.0,264.0,-264.0,0.33,0.02,-0.02,13.0,-,-,3.21,-,-
HD 170469,b,1.1,0.08,-0.08,6.7,0.6,-0.9,0.29,-,-,60.28,0.15,-0.15,600,1.0727361503814374e-05,113.61212511163387,0.7314852006236795,0.02566262038074267,N,N,209.7678,34.9613,-34.9613,2.24,0.05,-0.05,1145.0,18.0,-18.0,0.11,0.08,-0.08,14.1,-,-,0.411,-,-
HD 17092,b,6.73,2.24,-2.24,2.6,0.9,-0.9,0.18,-,-,229.89,2.73,-2.73,600,0.00010188778259904887,77.66289487466634,0.9330633483950513,0.8370886895526809,N,N,3219.6179,727.8307,-727.8307,1.31,0.06,-0.06,359.89999,2.4,-2.4,0.17,0.05,-0.05,12.5,-,-,9.06,-,-
HD 171028,b,1.53,0.13,-0.13,8.59,2.34,-2.34,-0.48,-,-,112.01,0.62,-0.62,600,1.2310485964151872e-05,85.95989090252101,0.5529069790065809,0.18186271550228264,N,N,832.7146,50.8528,-50.8528,1.32,0.03,-0.03,550.0,3.0,-3.0,0.59,0.01,-0.01,13.2,-,-,1.99,-,-
HD 171238,b,0.96,0.17,-0.17,7.56,2.96,-2.96,0.2,-,-,44.87,0.11,-0.11,600,3.9418272069243356e-05,110.02139701686201,1.2069767699246858,0.8634913345440309,N,N,864.4976,155.7367,-155.7367,2.57,0.16,-0.16,1532.0,12.0,-12.0,0.234,0.028,-0.028,13.2,-,-,2.07,-,-
HD 17156,b,1.41,0.12,-0.12,3.37,0.2,-0.47,0.19,-,-,78.26,0.24,-0.24,600,3.479405987860676e-05,95.53324900898724,1.6202700132203487,0.9274189897224995,Y,Y,1115.5833,66.7443,-66.7443,0.16278,0.0007599999999999999,-0.0007599999999999999,21.21663,0.00045,-0.00045,0.68,0.0,0.0,12.33,0.336,-0.336,3.78,0.06,-0.06
HD 173416,b,2.0,0.3,-0.3,1.73,0.653,-0.653,-0.22,0.09,-0.09,132.68,0.74,-0.74,600,9.433626451684785e-05,81.26926685113494,0.38412535498975386,0.2492404640349922,N,Y,858.1,95.3,-95.3,1.16,0.06,-0.06,323.6,2.2,-2.2,0.21,0.04,-0.04,13.2,-,-,2.05,-,-
HD 175167,b,1.37,0.29,-0.29,-,-,-,0.28,-,-,71.23,0.17,-0.17,600,8.532314718124744e-05,75.97042101044735,1.0893230903580584,0.7968765013333512,N,N,2850.9351,1055.1956,-1055.1956,2.4,0.05,-0.05,1290.0,22.0,-22.0,0.54,0.09,-0.09,12.5,-,-,8.02,-,-
HD 175541,b,1.39,-,-,1.96,0.48,-0.28,0.13,0.03,-0.03,130.08,1.01,-1.01,600,2.4321688677489808e-05,118.32850496902097,0.267436038206085,0.00015341848562805331,N,Y,190.06233999999998,9.21707,-9.21707,0.975,0.087,-0.087,298.43,0.45,-0.45,0.11,0.049,-0.049,14.1,-,-,0.373,-,-
HD 175607,b,0.71,0.01,-0.01,10.32,1.58,-1.58,-0.62,0.01,-0.01,40.38,0.06,-0.06,600,0.0002715012906785012,93.25888758246037,0.020052438102319443,1.908822682386092e-07,N,N,8.98,1.1,-1.1,-,-,-,29.01,0.02,-0.02,0.11,0.09,-0.07,2.94,-,-,1.94,-,-
HD 17674,b,0.98,0.1,-0.1,8.4,0.6,-0.6,-0.16,0.02,-0.02,44.48,0.09,-0.09,600,0.0007456935210754414,42.313439499782135,5.114357603506423,0.921915578703689,N,N,276.5121,22.2481,-19.0698,1.42,0.04,-0.05,623.8,1.6,-1.5,0.13,-,-,13.9,-,-,0.566,-,-
HD 176986,b,0.79,0.02,-0.02,4.3,4.0,-4.0,0.03,0.05,-0.05,27.81,0.05,-0.05,600,0.0006290951380891417,68.58634565823445,0.6497242506538262,0.49488587115106353,N,Y,5.74,0.66,-0.66,0.06296,0.00013000000000000002,-0.00013000000000000002,6.4898,0.00086,-0.00086,0.066,0.066,-0.066,2.26,-,-,2.73,-,-
HD 176986,c,0.79,0.02,-0.02,4.3,4.0,-4.0,0.03,0.05,-0.05,27.81,0.05,-0.05,600,0.00015143073406055258,68.58634565823445,0.5735611495376671,0.4106670666164726,N,Y,9.18,0.97,-0.97,0.11878,0.00025,-0.00025,16.8191,0.0044,-0.0044,0.111,0.08,-0.08,2.98,-,-,1.91,-,-
HD 177565,b,1.0,0.1,-0.1,6.88,3.36,-3.8,0.08,0.01,-0.01,16.93,0.02,-0.02,600,0.0001773135794246084,73.67399725021414,0.2783250313366169,0.006573955928753679,N,N,15.1,6.4,-6.05,0.246,0.019,-0.019,44.505,0.586,-0.293,0.0593,0.1717,-0.05745,4.0,-,-,1.3,-,-
HD 177830,b,1.7,0.28,-0.28,3.46,0.29,-0.29,0.42,-,-,62.88,0.12,-0.12,600,0.0002788486921652092,64.98833686337093,0.3019876413218273,0.04848191241111991,N,Y,537.1327,63.566,-63.566,1.14,0.03,-0.03,410.10001,2.2,-2.2,0.1,0.05,-0.05,13.5,-,-,1.2,-,-
HD 177830,c,1.7,0.28,-0.28,3.46,0.29,-0.29,0.42,-,-,62.88,0.12,-0.12,600,5.091682245068709e-05,64.98833686337093,0.26120244396260345,0.027864847709660082,N,Y,47.6725,6.356330000000001,-6.356330000000001,0.5137,0.0003,-0.0003,110.9,0.1,-0.1,0.3,0.1,-0.1,7.87,-,-,0.537,-,-
HD 179079,b,1.14,0.19,-0.19,6.99,0.71,-0.71,0.24,-,-,69.85,0.39,-0.39,600,3.1006100718339804e-05,82.92703696458398,0.12027392861653266,0.0062841907613578555,N,N,25.744229999999998,6.3566,-6.3566,0.1214,0.0068,-0.0068,14.479,0.01,-0.01,0.049,0.087,-0.087,5.48,-,-,0.86,-,-
HD 179949,b,1.21,-,-,1.0,0.0,-1.0,0.13699999999999998,-,-,27.48,0.06,-0.06,600,7.79266559836794e-06,117.17191897715247,5.1960577789406095,0.9537593024224659,Y,Y,291.12,24.154,-24.154,0.0443,0.0026,-0.0026,3.092514,3.2e-05,-3.2e-05,0.022,0.015,-0.015,13.9,-,-,0.596,-,-
HD 180053,b,1.75,-,-,-,-,-,-,-,-,137.59,0.61,-0.61,600,7.251394361743482e-05,84.20991646861012,0.7187023107483276,0.7612929435740386,N,N,697.31902,20.34112,-20.34112,0.843,0.063,-0.063,213.72,0.47,-0.47,0.081,0.029,-0.029,13.3,-,-,1.63,-,-
HD 18015,b,1.49,-,-,-,-,-,-,-,-,124.24,0.8,-0.8,600,0.003925968371177774,59.75261534611286,2.90894588520427,0.9422388305107888,N,N,1010.6994,73.1009,-73.1009,3.87,0.32,-0.32,2278.0,71.0,-71.0,0.148,0.061,-0.061,13.1,-,-,2.47,-,-
HD 180314,b,2.2,0.27,-0.27,1.295,0.23399999999999999,-0.23399999999999999,0.14,-,-,122.79,0.45,-0.45,600,0.00016752609421076013,64.03454525165398,0.18457871063151393,0.060587595012118745,N,N,6397.9179,527.5978,-527.5978,1.46,0.06,-0.06,396.03,0.62,-0.62,0.26,0.01,-0.01,12.1,-,-,19.8,-,-
HD 180617,b,0.45,0.04,-0.04,-,-,-,0.0,0.16,-0.16,5.91,0.02,-0.02,600,9.106468805991711e-06,91.14212204410728,0.46218110092280884,0.4849137886684564,N,N,12.2,1.0,-1.4,0.3357,0.0099,-0.01,105.9,0.09,-0.1,0.16,0.05,-0.1,3.53,-,-,1.52,-,-
HD 180902,b,1.41,-,-,2.48,0.53,-0.53,0.04,0.03,-0.03,104.89,0.57,-0.57,600,0.0006180468455332735,76.37153002582522,2.7527863912009507,0.9161659499987735,N,Y,535.54355,13.03103,-13.03103,1.4,0.11,-0.11,510.9,1.5,-1.5,0.107,0.022,-0.022,13.5,-,-,1.2,-,-
HD 181342,b,1.69,-,-,1.56,0.28,-0.28,0.26,0.03,-0.03,120.81,0.69,-0.69,600,0.00014167067288524683,71.51656002400273,0.6743467842870742,0.5187036699209847,N,Y,807.2882,60.3877,-60.3877,1.592,0.091,-0.091,564.1,4.1,-4.1,0.022,0.051,-0.051,13.2,-,-,1.93,-,-
HD 181433,b,0.63,0.07,-0.07,2.0,9.0,-2.0,0.38,-,-,26.9,0.02,-0.02,600,0.0001004333189543731,102.48278641411252,0.28503553935354975,0.0017207336939082227,N,N,6.3566,0.0,0.0,0.08,0.0,0.0,9.3743,0.0019,-0.0019,0.4,0.06,-0.06,2.4,-,-,2.53,-,-
HD 181433,c,0.63,0.07,-0.07,2.0,9.0,-2.0,0.38,-,-,26.9,0.02,-0.02,600,3.2094292365136153e-06,102.48278641411252,0.2615167584799933,0.0009735955302687266,N,N,203.0,-,-,1.76,-,-,962.0,15.0,-15.0,0.28,0.02,-0.02,14.1,-,-,0.398,-,-
HD 181433,d,0.63,0.07,-0.07,2.0,9.0,-2.0,0.38,-,-,26.9,0.02,-0.02,600,0.00037290520686209834,102.48278641411252,0.2767980893978692,0.0014203955533737234,N,N,171.0,-,-,3.0,-,-,2172.0,158.0,-158.0,0.48,0.05,-0.05,14.2,-,-,0.328,-,-
HD 181720,b,1.03,0.2,-0.2,-,-,-,-0.62,-,-,60.31,0.24,-0.24,600,0.0017008892923224817,72.10540074350092,0.007184360721352819,3.117408609156766e-09,N,N,127.132,19.0698,-19.0698,1.85,0.04,-0.04,956.0,14.0,-14.0,0.26,0.06,-0.06,14.0,-,-,0.255,-,-
