hostnames,fpl_letter,fst_mass,fst_masserr1,fst_masserr2,fst_age,fst_ageerr1,fst_ageerr2,fst_met,fst_meterr1,fst_meterr2,fst_dist,fst_disterr1,fst_disterr2,Nss,Pnull,BIC1,rhoN,Phigh,HJflag,insamp,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_dens,fpl_denserr1,fpl_denserr2
GJ 3341,b,0.47,-,-,-,-,-,-0.09,0.09,-0.09,23.16,0.78,-0.73,600,0.00010994372145563863,52.72586562551464,0.13218156228242325,0.01062591208918681,N,N,6.6,0.1,-0.1,0.089,-,-,14.207,0.007,-0.007,0.31,0.11,-0.11,2.46,-,-,2.44,-,-
GJ 3470,b,0.54,0.05,-0.04,1.65,1.35,-1.35,0.2,0.1,-0.1,29.45,0.05,-0.05,600,3.1650111688104095e-05,65.35945432540598,4.4964226042268995,0.9826418887076459,N,N,13.9,1.5,-1.5,0.0355,0.0019,-0.0019,3.3366496,3.9e-06,-3.3e-06,0.017,0.016,-0.012,4.57,0.18,-0.18,0.8,0.13,-0.13
GJ 3942,b,0.63,0.07,-0.07,-,-,-,-0.04,0.09,-0.09,16.94,0.01,-0.01,600,0.0001470894729073925,73.60418500766446,1.0646910359938497,0.8244927199804517,N,N,7.14,0.59,-0.59,0.0608,0.0068,-0.0068,6.905,0.04,-0.04,0.121,0.118,-0.118,2.57,-,-,2.31,-,-
GJ 3998,b,0.5,0.05,-0.05,-,-,-,-0.16,0.09,-0.09,18.16,0.02,-0.02,600,9.29995096768459e-05,76.04473307485091,0.761658331440742,0.7417950742812698,N,N,2.47,0.27,-0.27,0.029,0.001,-0.001,2.64977,0.00081,-0.00077,0.0,-,-,1.38,-,-,5.16,-,-
GJ 3998,c,0.5,0.05,-0.05,-,-,-,-0.16,0.09,-0.09,18.16,0.02,-0.02,600,0.0013038614921386134,76.04473307485091,0.6596817218967319,0.671389255858565,N,N,6.26,0.79,-0.76,0.089,0.003,-0.003,13.74,0.016,-0.016,0.049,0.052,-0.034,2.38,-,-,2.55,-,-
GJ 433,b,0.48,-,-,-,-,-,-0.17,-,-,9.07,0.0,0.0,600,1.5828752158263494e-05,117.2177509162284,1.1875485511011072,0.6223735142801101,N,N,6.043,0.597,-0.597,0.062,0.002,-0.002,7.3705,0.0005,-0.0005,0.04,0.03,-0.03,2.33,-,-,2.63,-,-
GJ 433,c,0.48,-,-,-,-,-,-0.17,-,-,9.07,0.0,0.0,600,1.282011869429272e-05,117.2177509162284,1.2052510065825282,0.6329545373106715,N,N,32.422,6.329,-6.329,4.819,0.417,-0.417,5094.105,608.617,-608.617,0.12,0.07,-0.07,6.27,-,-,0.723,-,-
GJ 433,d,0.48,-,-,-,-,-,-0.17,-,-,9.07,0.0,0.0,600,0.0003601811076296471,117.2177509162284,1.167352010266414,0.60978746150089,N,N,5.223,0.921,-0.921,0.178,0.006,-0.006,36.059,0.016,-0.016,0.07,0.05,-0.05,2.14,-,-,2.93,-,-
GJ 504,b,1.22,0.08,-0.08,0.16,0.35,-0.06,0.28,0.03,-0.03,17.54,0.08,-0.08,600,7.792802020910245e-05,78.14533607713634,0.7003350747006427,0.6269712844122521,N,N,1271.3,1430.2,-317.8,43.5,-,-,-,-,-,-,-,-,13.0,-,-,3.18,-,-
GJ 536,b,0.52,0.05,-0.05,0.4,-,-,-0.08,0.09,-0.09,10.41,0.01,-0.01,600,0.00031868642454037485,76.27873243099702,0.306867625359948,0.16653817975673374,N,N,5.36,0.69,-0.62,0.06661,1.1e-05,-1.3000000000000001e-05,8.7076,0.0022,-0.0025,0.08,0.09,-0.06,2.17,-,-,2.88,-,-
GJ 649,b,0.54,0.05,-0.05,0.44,-,-,0.08,0.06,-0.06,10.38,0.0,0.0,600,8.682489997248623e-08,163.33162450955115,1.0770323218450557,0.6063114853821663,N,N,104.244,10.17,-10.17,1.135,0.035,-0.035,598.3,4.2,-4.2,0.3,0.08,-0.08,12.5,-,-,0.293,-,-
GJ 667 C,b,0.33,0.02,-0.02,2.0,-,-,-0.55,0.1,-0.1,6.8,-,-,600,2.6743598189623166e-06,92.02388529989275,0.17604333871499278,0.023439642025492754,N,N,5.6,1.4,-1.3,0.0505,0.0044,-0.0053,7.2004,0.0017,-0.0017,0.13,0.1,-0.11,2.23,-,-,2.77,-,-
GJ 667 C,c,0.33,0.02,-0.02,2.0,-,-,-0.55,0.1,-0.1,6.8,-,-,600,7.782711626293923e-05,92.02388529989275,0.2116004656204246,0.048072091987493216,N,N,3.8,1.5,-1.2,0.125,0.012,-0.013,28.14,0.053,-0.065,0.02,0.15,-0.02,1.77,-,-,3.77,-,-
GJ 667 C,e,0.33,0.02,-0.02,2.0,-,-,-0.55,0.1,-0.1,6.8,-,-,600,2.6325811953198073e-05,92.02388529989275,0.17069729676002343,0.020668059847776178,N,N,2.7,1.6,-1.4,0.213,0.019,-0.022,62.24,0.55,-0.55,0.02,0.22,-0.02,1.45,-,-,4.87,-,-
GJ 667 C,f,0.33,0.02,-0.02,2.0,-,-,-0.55,0.1,-0.1,6.8,-,-,600,0.00024052565608860467,92.02388529989275,0.20838463868999976,0.045383948696483385,N,N,2.7,1.4,-1.2,0.156,0.014,-0.017,39.026,0.194,-0.211,0.03,0.16,-0.03,1.45,-,-,4.87,-,-
GJ 667 C,g,0.33,0.02,-0.02,2.0,-,-,-0.55,0.1,-0.1,6.8,-,-,600,2.6219568620391723e-05,92.02388529989275,0.1708585309939118,0.020748291310355802,N,N,4.6,2.6,-2.3,0.549,0.052,-0.058,256.2,13.8,-7.9,0.08,0.41,-0.08,1.99,-,-,3.21,-,-
GJ 676 A,b,0.73,0.21,-0.21,-,-,-,0.08,-,-,16.03,0.01,-0.01,600,2.410965770611305e-06,123.54010468949855,0.5685066799557476,0.02718802039701678,N,N,2129.461,572.094,-476.745,1.82,0.06,-0.06,1056.80005,2.8,-2.8,0.33,0.01,-0.01,12.7,-,-,5.71,-,-
GJ 676 A,c,0.73,0.21,-0.21,-,-,-,0.08,-,-,16.03,0.01,-0.01,600,0.00013280327090597392,123.54010468949855,0.5936416691727893,0.03479041102793655,N,N,2161.244,31.783,-31.783,6.6,0.1,-0.1,7337.0,95.0,-92.0,-,-,-,12.7,-,-,5.8,-,-
GJ 676 A,d,0.73,0.21,-0.21,-,-,-,0.08,-,-,16.03,0.01,-0.01,600,1.834973278168612e-05,123.54010468949855,0.6009156625391908,0.03724106617562024,N,N,4.4,0.3,-0.3,0.0413,0.0014,-0.0014,3.6005,0.0002,-0.0002,0.262,0.09,-0.101,1.93,-,-,3.36,-,-
GJ 676 A,e,0.73,0.21,-0.21,-,-,-,0.08,-,-,16.03,0.01,-0.01,600,0.0003739492450622692,123.54010468949855,0.5717477604107918,0.028095012884781882,N,N,8.1,0.7,-0.7,0.187,0.007,-0.007,35.39,0.03,-0.04,0.125,0.119,-0.087,2.77,-,-,2.09,-,-
GJ 685,b,0.55,0.06,-0.06,-,-,-,-0.15,0.09,-0.09,14.32,0.01,-0.01,600,0.0001273825894557861,91.32089747389477,0.7491138583604604,0.8097949175096442,N,N,9.0,1.7,-1.8,0.1344,0.0052,-0.0051,24.16,0.061,-0.047,0.0,-,-,2.95,-,-,1.93,-,-
GJ 832,b,0.45,0.05,-0.05,9.24,-,-,-0.3,0.2,-0.2,4.97,0.0,0.0,600,9.62516609010621e-05,79.38452127572327,1.2411468386451265,0.851293991101217,N,N,216.0,29.0,-28.0,3.56,0.28,-0.28,3657.0,104.0,-104.0,0.08,0.02,-0.06,14.0,-,-,0.433,-,-
GJ 832,c,0.45,0.05,-0.05,9.24,-,-,-0.3,0.2,-0.2,4.97,0.0,0.0,600,1.202375080119138e-05,79.38452127572327,1.167244755679379,0.8346758274075714,N,N,5.4,0.95,-0.95,0.163,0.006,-0.006,35.68,0.03,-0.03,0.18,0.13,-0.13,2.18,-,-,2.86,-,-
GJ 86,b,0.93,0.06,-0.06,11.3,-,-,-0.22,-,-,10.79,0.01,-0.01,600,3.990671061576548e-06,101.02544065812026,0.06006294247235761,5.0437966206840685e-11,Y,N,1404.8086,63.566,-63.566,0.11,0.0,0.0,15.76491,0.00039,-0.00039,0.04,0.01,-0.01,12.9,-,-,3.6,-,-
GJ 96,b,0.6,0.07,-0.07,-,-,-,0.14,0.08,-0.08,11.94,0.01,-0.01,600,0.000634310240209836,45.088270001027695,0.45326260691776765,0.335450224688889,N,N,19.66,2.42,-2.3,0.291,0.005,-0.005,73.94,0.33,-0.38,0.44,0.09,-0.11,4.67,-,-,1.06,-,-
GSC 06214-00210,b,0.9,0.1,-0.1,0.005,-,-,-,-,-,145.0,14.0,-14.0,600,0.003918483469401115,7.321676866062944,24.544531430550343,0.9767586923910643,N,N,5000.0,300.0,-300.0,320.0,30.0,-30.0,-,-,-,-,-,-,20.176,5.604,-5.604,3.35,-,-
Gl 378,b,0.56,0.01,-0.01,-,-,-,0.06,0.09,-0.09,14.96,0.01,-0.01,600,7.653676611686797e-05,91.07938889303318,0.018036784546622754,8.005965223525768e-15,N,N,13.02,2.03,-2.01,0.039435000000000005,0.00022999999999999998,-0.00022999999999999998,3.822,0.001,-0.001,0.109,0.131,-0.077,3.66,-,-,1.46,-,-
Gl 49,b,0.52,0.02,-0.02,-,-,-,0.13,0.16,-0.16,9.86,0.0,0.0,600,1.592351449147681e-05,107.08476801512325,1.8781870918483938,0.8167651292622994,N,N,5.63,0.67,-0.68,0.0905,0.0011,-0.0011,13.8508,0.0053,-0.0051,0.363,0.099,-0.096,2.24,-,-,2.75,-,-
Gl 686,b,0.42,0.05,-0.05,-,-,-,-0.3,0.09,-0.09,8.16,0.0,0.0,600,0.0003289044808682457,76.77304613010187,0.06414710622628737,0.0007044216962645948,N,N,6.64,0.53,-0.54,0.0917,0.0024,-0.0023,15.5314,0.0015,-0.0014,0.077,0.056,-0.058,2.46,-,-,2.45,-,-
HAT-P-1,b,1.15,0.05,-0.05,3.6,0.0,0.0,0.13,0.008,-0.008,159.71,0.97,-0.97,600,1.211218031903002e-05,81.97890389950192,0.5335522675762936,0.44400461105014466,Y,Y,166.86075,6.0387699999999995,-6.0387699999999995,0.05561,0.00082,-0.0008300000000000001,4.46529976,5.5e-07,-5.5e-07,0.0,-,-,14.785,0.213,-0.213,0.282,0.01,-0.009
HAT-P-11,b,0.81,0.02,-0.03,6.5,5.9,-4.1,0.31,0.05,-0.05,37.81,0.03,-0.03,600,3.830138737838148e-06,127.07007844627492,0.37662667599984945,0.023694965814247456,N,N,26.69772,2.2248099999999997,-2.2248099999999997,0.052539999999999996,0.00064,-0.00066,4.88780244,-,-,0.218,0.034,-0.031,4.36,0.06,-0.06,1.68,0.16,-0.16
HAT-P-11,c,0.81,0.02,-0.03,6.5,5.9,-4.1,0.31,0.05,-0.05,37.81,0.03,-0.03,600,3.1921807284869254e-06,127.07007844627492,0.4186255819413023,0.041063165268139544,N,N,507.0,30.0,-27.0,4.13,0.29,-0.16,3407.0,360.0,-190.0,0.601,0.032,-0.031,13.5,-,-,1.13,-,-
HAT-P-12,b,0.73,0.02,-0.02,2.5,2.0,-2.0,-0.29,0.05,-0.05,142.5,4.2,-3.3,600,0.00031227601693907574,69.81526852602747,0.06524003127270868,0.0001532921767486123,Y,Y,67.059,3.814,-3.814,0.0384,0.0003,-0.0003,3.2130598,2.1e-06,-2.1e-06,0.0,-,-,10.749,0.325,-0.235,0.3192,0.016,-0.016
HAT-P-13,b,1.22,0.05,-0.1,5.0,2.5,-0.7,0.41,0.08,-0.08,214.0,12.0,-12.0,600,0.0005880888469969133,73.09152686667255,4.137456588937682,0.9438362832882209,Y,N,270.462,12.077,-12.077,0.04383,0.0006799999999999999,-0.0006799999999999999,2.91625,1.5e-05,-1.5e-05,0.0133,0.0041,-0.0041,14.258,0.7290000000000001,-0.7290000000000001,0.362,0.028,-0.028
HAT-P-13,c,1.22,0.05,-0.1,5.0,2.5,-0.7,0.41,0.08,-0.08,214.0,12.0,-12.0,600,0.0009680721917951805,73.09152686667255,4.195563565038897,0.9438148352507347,Y,N,4538.421,88.989,-88.989,1.258,0.02,-0.02,446.27,0.22,-0.22,0.6616,0.0054,-0.0054,12.3,-,-,13.4,-,-
HAT-P-14,b,2.65,0.73,-0.73,0.431,0.295,-0.295,0.11,-,-,224.1,1.26,-1.26,600,7.92297228068435e-06,142.82742694671106,3.4186022119612445,0.9692483356442769,Y,N,1093.3352,200.2329,-200.2329,0.0596,0.0005,-0.0005,4.62767,5e-06,-5e-06,0.11,0.01,-0.01,15.917,1.345,-1.345,1.56,0.23,-0.23
HAT-P-15,b,1.0,0.23,-0.23,6.8,2.5,-1.6,0.22,-,-,193.56,2.04,-2.04,600,5.97307789945783e-05,89.46948592056083,1.0032039007745037,0.8684450545594756,Y,N,616.5902,95.349,-95.349,0.0965,0.0013,-0.0014,10.8635,2.7e-05,-2.7e-05,0.19,0.02,-0.02,11.882,0.785,-0.785,1.96,0.22,-0.22
HAT-P-16,b,1.22,0.04,-0.04,2.0,0.8,-0.8,0.17,0.08,-0.08,235.0,10.0,-10.0,600,0.00013533204219373218,73.23981209200576,2.5086198757389364,0.9497960709562427,Y,Y,1332.605,29.875,-29.875,0.0413,0.0004,-0.0004,2.77596,3e-06,-3e-06,0.036,0.004,-0.004,14.448,0.74,-0.74,2.42,0.35,-0.35
HAT-P-17,b,0.99,0.15,-0.15,7.8,3.3,-3.3,0.0,-,-,92.63,0.48,-0.48,600,0.0022804292252753613,47.02120752146652,0.17290264820593865,0.006445988416154045,Y,N,184.3414,19.0698,-19.0698,0.0882,0.0013,-0.0014,10.33852,9e-06,-9e-06,0.35,0.01,-0.01,11.769,0.44799999999999995,-0.44799999999999995,0.64,0.05,-0.05
HAT-P-17,c,0.99,0.15,-0.15,7.8,3.3,-3.3,0.0,-,-,92.63,0.48,-0.48,600,1.034622112024751e-06,47.02120752146652,0.139645824094341,0.0025488205247829734,Y,N,1080.6,349.6,-222.5,5.6,3.5,-1.4,5584.0,7700.0,-2100.0,0.39,0.23,-0.17,13.1,-,-,2.64,-,-
HAT-P-18,b,0.77,0.03,-0.03,12.4,4.4,-6.4,0.1,0.08,-0.08,166.0,9.0,-9.0,600,0.000771533418673383,67.76066425813292,1.658547121158568,0.9013791308961816,Y,N,62.61,4.132,-4.132,0.0559,0.0007,-0.0007,5.508023,6e-06,-6e-06,0.084,0.048,-0.048,11.152999999999999,0.583,-0.583,0.25,0.04,-0.04
HAT-P-19,b,0.84,0.04,-0.04,8.8,5.2,-5.2,0.23,0.08,-0.08,215.0,15.0,-15.0,600,9.322111877540035e-06,106.55408558630393,1.4044202626053448,0.9646462037750002,Y,N,92.802,5.721,-5.721,0.0466,0.0008,-0.0008,4.008778,6e-06,-6e-06,0.067,0.042,-0.042,12.689,0.807,-0.807,0.25,0.04,-0.04
HAT-P-2,b,1.33,0.03,-0.03,1.44,0.47,-0.47,0.18,-,-,128.25,0.42,-0.42,600,2.0145554793608834e-05,86.20201128546069,2.949338563836301,0.964065761705348,Y,Y,2765.121,60.3877,-63.566,0.06813999999999999,0.0005099999999999999,-0.0005099999999999999,5.6335158,3.6e-06,-3.6e-06,0.5172,0.0019,-0.0019,10.66,0.43700000000000006,-0.594,7.29,1.12,-1.12
HAT-P-20,b,0.76,0.03,-0.03,6.7,5.7,-3.8,0.35,0.08,-0.08,70.0,3.0,-3.0,600,3.742198425416261e-05,88.21452670213125,0.9677190264297976,0.7800269994971458,Y,N,2302.899,59.432,-59.432,0.0361,0.0005,-0.0005,2.875317,4e-06,-4e-06,0.015,0.005,-0.005,9.718,0.37,-0.37,13.78,1.5,-1.5
HAT-P-21,b,1.24,0.6,-0.6,10.2,2.5,-2.5,0.01,-,-,279.48,3.21,-3.21,600,4.29196743426997e-05,98.01918709059532,0.08491190624159305,0.00021072679467672753,Y,N,1547.8321,498.9931,-498.9931,0.0494,0.0007,-0.0007,4.12448,7e-06,-7e-06,0.23,0.02,-0.02,12.442,1.7930000000000001,-1.7930000000000001,4.6,1.5,-1.0
HAT-P-22,b,1.13,0.22,-0.22,12.4,1.6,-2.6,0.24,-,-,81.96,0.25,-0.25,600,0.0008915035078502363,59.91118197259266,0.16505676839693126,0.024832202649378323,Y,N,785.0401,101.7056,-101.7056,0.0414,0.0005,-0.0005,3.21222,9e-06,-9e-06,0.02,0.01,-0.01,12.89,2.13,-2.13,2.14,0.28,-0.28
HAT-P-23,b,0.58,0.38,-0.38,4.0,1.0,-1.0,0.15,-,-,368.61,4.77,-4.77,600,5.361396226867752e-08,145.74972740660223,2.0136135462335183,0.9414628157675515,Y,N,425.8922,187.5197,-187.5197,0.0232,0.0002,-0.0002,1.21288,2e-06,-2e-06,0.11,0.04,-0.04,12.218,2.5780000000000003,-2.5780000000000003,1.406,0.129,-0.129
HAT-P-24,b,1.37,0.69,-0.69,2.8,0.6,-0.6,-0.16,-,-,420.26,6.64,-6.64,600,3.516621373524491e-08,136.64909241488624,0.9233246229621683,0.7847863805713237,Y,Y,238.3725,79.4575,-79.4575,0.04651,0.00055,-0.00056,3.35524,7e-06,-7e-06,0.07,0.02,-0.02,14.572000000000001,2.354,-2.354,0.44,0.07,-0.07
HAT-P-25,b,1.01,0.05,-0.05,3.2,2.3,-2.3,0.294,0.08,-0.08,302.95,4.28,-4.28,600,0.000703538299313732,56.39399401686808,2.5253355990612563,0.9315571825274099,Y,Y,180.84527,7.31009,-6.992260000000001,0.0466,0.00081,-0.0008,3.65281514,7.6e-07,-7.5e-07,0.023,0.022,-0.014,12.722000000000001,0.5379999999999999,-0.5379999999999999,0.483,0.059,-0.051
HAT-P-26,b,1.12,0.36,-0.36,9.0,3.0,-4.9,-0.04,-,-,142.41,1.14,-1.14,600,0.003965056217385513,50.52076969495249,0.025616911900244673,1.1097625587769518e-06,N,N,22.2481,6.3566,-6.3566,0.0479,0.0006,-0.0006,4.23452,1.5e-05,-1.5e-05,0.12,0.06,-0.06,7.062,0.44799999999999995,-0.44799999999999995,0.4,0.1,-0.1
HAT-P-27,b,0.94,0.04,-0.04,4.4,3.8,-2.6,0.29,0.1,-0.1,204.0,14.0,-14.0,600,0.0047611869977269225,50.070577040179955,5.562115881567837,0.9738906169612855,Y,Y,197.05,9.53,-9.53,0.04,0.0008,-0.0008,3.039577,5e-06,-6e-06,0.0,-,-,11.43,0.78,-0.67,0.76,0.17,-0.13
HAT-P-28,b,1.02,0.05,-0.05,6.1,2.6,-1.9,0.12,0.08,-0.08,395.0,34.0,-26.0,582,1.3843351330992086e-05,129.58171011609727,0.17392083662109398,0.09354056825427824,Y,N,198.953,11.759,-11.759,0.0434,0.0007,-0.0007,3.257215,7e-06,-7e-06,0.051,0.033,-0.033,13.585,1.2670000000000001,-0.919,0.44,0.09,-0.09
HAT-P-29,b,1.45,0.6,-0.6,2.2,1.0,-1.0,0.21,-,-,316.36,4.41,-4.41,600,7.252195532945017e-08,132.67318822619552,1.7910946650645903,0.8881496393063921,Y,Y,279.6904,79.4575,-79.4575,0.0667,0.0008,-0.0008,5.72319,4.9e-05,-4.9e-05,0.09,0.05,-0.05,13.115,1.4569999999999999,-1.4569999999999999,0.79,0.17,-0.14
HAT-P-3,b,1.06,0.28,-0.28,1.6,2.1,-2.1,0.27,-,-,135.08,0.48,-0.48,600,4.72821326748776e-07,129.08042591500896,2.6999363720673757,0.9412871594646935,Y,Y,206.5895,34.9613,-34.9613,0.03866,0.00041,-0.00041,2.8997,5.4e-05,-5.4e-05,0.0,-,-,10.536,0.785,-0.785,0.855,0.071,-0.071
HAT-P-30,b,1.55,0.51,-0.51,1.0,0.8,-0.5,0.13,-,-,215.29,2.2,-2.2,600,0.0003625771835891756,74.94973324227135,0.25225332489899815,0.1715310970484631,Y,Y,263.7989,57.2094,-57.2094,0.0419,0.00045999999999999996,-0.00045999999999999996,2.8106,5e-06,-5e-06,0.04,0.02,-0.02,16.141,1.681,-1.681,0.309,0.027,-0.025
HAT-P-31,b,1.31,0.73,-0.73,3.17,0.7,-1.1,0.15,-,-,347.48,2.92,-2.92,600,0.013943720855337913,39.333755312953826,1.6930043089846358,0.9589037968845425,Y,Y,721.4741,266.9772,-266.9772,0.061,0.0013,-0.0011,5.00542,9.1e-05,-9.1e-05,0.25,0.0,0.0,12.218,1.681,-1.681,2.18,1.24,-0.93
HAT-P-32,b,1.13,0.05,-0.05,2.7,0.8,-0.8,-0.16,0.08,-0.08,291.51,5.3,-5.3,600,7.310869937016743e-08,125.85018540264605,1.1827580000385154,0.7191978289948809,Y,Y,216.1244,34.9613,-31.783,0.03397,0.0005099999999999999,-0.0005,2.1500082,1.3e-07,-1.3e-07,0.159,0.051,-0.028,22.194000000000003,0.504,-0.504,0.108,0.018,-0.017
HAT-P-33,b,1.82,1.45,-1.45,2.3,0.3,-0.3,0.05,-,-,400.55,7.62,-7.62,600,6.61263297997698e-08,166.07454727222228,1.7686849482223361,0.974985404006997,Y,Y,292.4036,158.915,-158.915,0.04995,0.00047999999999999996,-0.00049,3.47447,1e-06,-1e-06,0.0,-,-,20.737,5.492000000000001,-5.492000000000001,0.2,0.03,-0.03
HAT-P-34,b,1.39,0.05,-0.05,1.7,0.4,-0.5,0.22,0.04,-0.04,251.08,2.79,-2.79,600,0.001203843777361719,77.87108355462965,0.735630499143441,0.715727003172084,Y,Y,1058.3739,66.7443,-63.566,0.06774,0.00074,-0.0007599999999999999,5.452654,1.6e-05,-1.6e-05,0.432,0.029,-0.027,13.417,1.4569999999999999,-1.031,2.5,0.75,-0.6
HAT-P-35,b,1.24,0.05,-0.05,3.5,0.8,-0.5,0.11,0.08,-0.08,514.2,13.14,-13.14,406,3.364661553977973e-05,110.08309639333265,2.7165382324824106,0.9161983448563189,Y,Y,335.62847999999997,10.488389999999999,-10.488389999999999,0.04978,0.00064,-0.00066,3.646706,2.1e-05,-2.1e-05,0.02,-,-,14.93,1.0979999999999999,-1.0979999999999999,0.55,0.14,-0.11
HAT-P-36,b,1.03,0.03,-0.03,6.6,2.9,-1.8,0.25,0.09,-0.09,296.93,2.27,-2.27,600,1.7611371886294476e-05,86.19433937625081,2.275786579512539,0.967658550071727,Y,N,587.41341,27.65121,-27.65121,0.0241,0.00047000000000000004,-0.00047000000000000004,1.32734683,4.8e-07,-4.8e-07,0.063,0.021,-0.023,14.314,0.22399999999999998,-0.22399999999999998,1.175,0.078,-0.078
HAT-P-38,b,0.89,0.04,-,10.1,3.9,-4.8,0.06,0.1,-0.1,249.0,26.0,-19.0,600,3.4583983285069135e-05,108.90066170821831,0.28746443911940617,0.1927669323095462,Y,N,84.857,6.356,-6.356,0.0523,0.0009,-0.0009,4.640382,3.2e-05,-3.2e-05,0.067,0.047,-0.047,9.247,1.031,-0.706,0.59,0.16,-0.16
HAT-P-39,b,1.4,0.05,-,2.0,0.4,-0.4,0.19,0.1,-0.1,642.0,29.0,-29.0,160,0.001254964703421676,45.1613445531205,2.307403452181205,0.9935766840445556,Y,N,190.372,31.464,-31.464,0.0509,0.0006,-0.0006,3.54387,5e-06,-5e-06,0.0,-,-,17.609,1.2109999999999999,-0.9079999999999999,0.19,0.04,-0.04
HAT-P-4,b,0.56,0.07,-0.07,3.9,0.8,-1.4,0.24,0.08,-0.08,314.0,24.0,-24.0,600,7.000751540840657e-05,95.73350552032218,0.3097832786593482,0.16555124802803076,Y,N,213.255,10.488,-13.984,0.04438,0.00081,-0.0015,3.056536,-,-,0.0,-,-,14.28,0.5489999999999999,-0.6729999999999999,0.403,0.065,-0.049
HAT-P-40,b,1.03,0.4,-0.4,2.7,0.9,-0.3,0.22,-,-,470.68,6.57,-6.57,600,9.823597394526024e-07,151.6625397321568,2.152014024205617,0.935192447072557,Y,Y,152.5584,41.3179,-41.3179,0.0608,0.0006,-0.0015,4.45724,1e-05,-1e-05,0.0,-,-,17.038,1.906,-1.906,0.15,0.01,-0.01
HAT-P-41,b,2.56,1.9,-1.9,2.2,0.4,-0.4,0.21,-,-,351.63,4.53,-4.53,600,9.489111421985818e-09,188.70205256881843,1.1968093872442365,0.9544354410958736,Y,N,378.2177,190.698,-190.698,0.04258,0.00047000000000000004,-0.00047999999999999996,2.69405,4e-06,-4e-06,0.0,-,-,22.978,5.604,-5.604,0.204,0.006,-0.0088
HAT-P-42,b,1.18,0.07,-0.07,5.2,1.8,-0.7,0.27,0.08,-0.08,447.0,41.0,-41.0,476,0.00013924697638518339,65.8110176189465,0.20565329704098714,0.011293295888735398,Y,N,331.801,26.379,-26.379,0.0575,0.0011,-0.0011,4.641878,3.2e-05,-3.2e-05,0.0,-,-,14.347999999999999,1.715,-1.715,0.61,0.34,-0.15
HAT-P-45,b,1.26,0.06,-0.06,2.0,0.8,-0.8,0.07,0.1,-0.1,305.0,35.0,-17.0,600,5.012038879400347e-06,92.41315549798867,0.9807613355556888,0.8948509713413514,Y,Y,283.492,43.541,-31.464,0.0452,0.0007,-0.0007,3.128992,2.1e-05,-2.1e-05,0.049,0.063,-0.063,15.984000000000002,1.962,-0.975,0.38,0.09,-0.09
HAT-P-46,b,1.28,0.1,-0.06,2.5,0.7,-1.0,0.3,0.1,-0.1,296.0,61.0,-29.0,600,1.8966967674500738e-05,83.46372328059601,3.5203784199169545,0.9682692888823291,Y,Y,156.684,26.061,-16.526,0.0577,0.0014,-0.0009,4.463129,4.8e-05,-4.8e-05,0.123,0.12,-0.12,14.392000000000001,3.0380000000000003,-1.4909999999999999,0.28,0.1,-0.1
HAT-P-49,b,2.22,0.83,-0.83,1.5,0.2,-0.2,0.07,-,-,353.89,3.56,-3.56,600,5.54194092550434e-06,120.84186122586732,0.6813211857137982,0.8758696986997063,Y,N,699.226,187.5197,-187.5197,0.04378,0.00047999999999999996,-0.00049,2.69155,6e-06,-6e-06,0.0,-,-,17.822,2.0180000000000002,-2.0180000000000002,0.75,0.17,-0.17
HAT-P-5,b,1.04,0.29,-0.29,2.6,2.1,-1.4,0.24,-,-,306.01,1.82,-1.82,600,8.649259084001743e-07,134.34791110378285,0.6424746791971749,0.8819765390560592,Y,Y,311.4734,63.566,-63.566,0.04073,0.0005,-0.00093,2.78849,2.5e-05,-2.5e-05,0.0,-,-,13.562999999999999,1.121,-1.121,0.642,0.12,-0.097
HAT-P-50,b,1.27,0.05,-0.12,3.37,1.44,-0.27,-0.18,0.08,-0.08,497.0,21.0,-21.0,385,3.131968202192267e-05,103.50143796749853,1.1284464952933733,0.9229059421068413,Y,N,429.0705,23.20159,-23.20159,0.0453,0.00058,-0.0014,3.1220109,6.5e-06,-6.5e-06,0.115,-,-,14.437000000000001,0.7170000000000001,-0.7170000000000001,0.78,0.11,-0.11
HAT-P-54,b,0.65,0.02,-0.02,3.9,4.3,-2.1,-0.127,0.08,-0.08,144.25,0.58,-0.58,600,1.813519077125056e-08,167.29941073831844,4.4508057633545475,1.0,Y,N,241.5508,10.17056,-10.17056,0.04117,0.00043,-0.00043,3.799847,1.4e-05,-1.4e-05,0.074,-,-,10.581,0.314,-0.314,1.118,0.098,-0.098
HAT-P-56,b,1.42,0.33,-0.33,2.01,0.35,-0.35,0.0,-,-,323.5,5.61,-5.61,600,2.1939698915120746e-05,114.07427499490109,2.8159554940998364,0.9043621725740795,Y,Y,734.1873,139.8452,-139.8452,0.0423,0.00039,-0.00039,2.79083,5e-06,-5e-06,0.29,-,-,16.926,1.2329999999999999,-1.2329999999999999,0.75,0.11,-0.12
